#"Battery Voltage, Temperature, State of Charge"
#"Building: ECB, Meter: Combox"
#"State of charge data is provided by monitoring systems as total state of charge, not usable state of charge."
#"The batteries are only usable between 70% and 100% of total charge."
#"This site's homepage shows a calculated usable state of charge percentage."
Date,"voltage (V)","temperature (degrees C)","stateOfCharge (%)"
"2021-07-05 14:00:00",56.07,24.90,97
"2021-07-05 13:50:00",56.06,24.80,97
"2021-07-05 13:40:00",56.06,24.70,97
"2021-07-05 13:30:00",56.03,24.70,96
"2021-07-05 13:20:00",56.03,24.60,96
"2021-07-05 13:10:00",55.97,24.50,95
"2021-07-05 13:00:00",56.00,24.40,95
"2021-07-05 12:50:00",55.98,24.40,95
"2021-07-05 12:40:00",55.93,24.30,94
"2021-07-05 12:30:00",55.96,24.20,94
"2021-07-05 12:20:00",55.95,24.10,93
"2021-07-05 12:10:00",55.90,24.00,92
"2021-07-05 12:00:00",55.86,23.90,92
"2021-07-05 11:50:00",55.83,23.70,91
"2021-07-05 11:40:00",55.84,23.70,90
"2021-07-05 11:30:00",54.16,23.50,90
"2021-07-05 11:20:00",54.99,23.60,89
"2021-07-05 11:10:00",54.72,23.40,89
"2021-07-05 11:00:00",54.68,23.30,88
"2021-07-05 10:50:00",53.83,23.20,87
"2021-07-05 10:40:00",52.98,23.10,87
"2021-07-05 10:30:00",52.53,23.00,87
"2021-07-05 10:20:00",52.51,23.00,87
"2021-07-05 10:10:00",52.18,23.00,86
"2021-07-05 10:00:00",51.56,23.00,86
"2021-07-05 09:50:00",51.79,23.00,87
"2021-07-05 09:40:00",54.24,23.00,86
"2021-07-05 09:30:00",53.98,23.00,86
"2021-07-05 09:20:00",53.92,22.90,85
"2021-07-05 09:10:00",53.71,22.80,84
"2021-07-05 09:00:00",53.54,22.80,84
"2021-07-05 08:50:00",53.31,22.70,83
"2021-07-05 08:40:00",53.13,22.70,83
"2021-07-05 08:30:00",52.98,22.70,83
"2021-07-05 08:20:00",53.03,22.70,82
"2021-07-05 08:10:00",53.00,22.70,82
"2021-07-05 08:00:00",53.05,22.60,81
"2021-07-05 07:50:00",52.96,22.60,81
"2021-07-05 07:40:00",52.90,22.60,80
"2021-07-05 07:30:00",52.84,22.60,80
"2021-07-05 07:20:00",52.69,22.50,80
"2021-07-05 07:10:00",52.57,22.50,79
"2021-07-05 07:00:00",52.48,22.50,79
"2021-07-05 06:50:00",52.40,22.40,79
"2021-07-05 06:40:00",52.35,22.50,78
"2021-07-05 06:30:00",52.28,22.50,78
"2021-07-05 06:20:00",52.19,22.50,78
"2021-07-05 06:10:00",52.13,22.50,78
"2021-07-05 06:00:00",52.08,22.50,77
"2021-07-05 05:50:00",51.99,22.50,77
"2021-07-05 05:40:00",51.91,22.50,77
"2021-07-05 05:30:00",51.81,22.60,77
"2021-07-05 05:20:00",51.72,22.50,77
"2021-07-05 05:10:00",51.67,22.60,77
"2021-07-05 05:00:00",51.66,22.60,76
"2021-07-05 04:50:00",51.66,22.70,76
"2021-07-05 04:40:00",51.66,22.70,76
"2021-07-05 04:30:00",51.66,22.70,76
"2021-07-05 04:20:00",51.65,22.80,76
"2021-07-05 04:10:00",51.59,22.70,76
"2021-07-05 04:00:00",51.59,22.80,76
"2021-07-05 03:50:00",51.58,22.90,76
"2021-07-05 03:40:00",51.59,22.90,75
"2021-07-05 03:30:00",51.61,22.90,75
"2021-07-05 03:20:00",51.60,22.90,75
"2021-07-05 03:10:00",51.55,23.00,75
"2021-07-05 03:00:00",51.54,23.00,75
"2021-07-05 02:50:00",51.53,23.10,75
"2021-07-05 02:40:00",51.52,23.10,75
"2021-07-05 02:30:00",51.48,23.10,75
"2021-07-05 02:20:00",51.46,23.20,75
"2021-07-05 02:10:00",51.46,23.20,74
"2021-07-05 02:00:00",51.44,23.30,74
"2021-07-05 01:50:00",51.45,23.30,74
"2021-07-05 01:40:00",51.44,23.30,74
"2021-07-05 01:30:00",51.43,23.40,74
"2021-07-05 01:20:00",51.45,23.40,74
"2021-07-05 01:10:00",51.45,23.50,74
"2021-07-05 01:00:00",51.46,23.50,74
"2021-07-05 00:50:00",51.44,23.50,73
"2021-07-05 00:40:00",51.46,23.60,73
"2021-07-05 00:30:00",51.44,23.60,73
"2021-07-05 00:20:00",51.47,23.70,73
"2021-07-05 00:10:00",51.47,23.70,73
"2021-07-05 00:00:00",51.53,23.80,73
"2021-07-04 23:50:00",51.52,23.80,73
"2021-07-04 23:40:00",51.38,23.80,72
"2021-07-04 23:30:00",51.39,23.80,72
"2021-07-04 23:20:00",51.31,23.90,72
"2021-07-04 23:10:00",51.30,23.90,72
"2021-07-04 23:00:00",51.29,24.00,72
"2021-07-04 22:50:00",51.29,24.00,72
"2021-07-04 22:40:00",51.15,24.00,72
"2021-07-04 22:30:00",50.52,24.20,71
"2021-07-04 22:20:00",48.56,24.20,72
"2021-07-04 22:10:00",48.69,24.20,73
"2021-07-04 22:00:00",48.59,24.20,73
"2021-07-04 21:50:00",48.86,24.30,74
"2021-07-04 21:40:00",48.80,24.10,75
"2021-07-04 21:30:00",49.02,24.40,76
"2021-07-04 21:20:00",49.07,24.40,77
"2021-07-04 21:10:00",49.11,24.50,77
"2021-07-04 21:00:00",49.04,24.50,78
"2021-07-04 20:50:00",49.18,24.50,79
"2021-07-04 20:40:00",49.39,24.50,80
"2021-07-04 20:30:00",49.32,24.40,81
"2021-07-04 20:20:00",49.48,24.60,82
"2021-07-04 20:10:00",49.31,24.60,83
"2021-07-04 20:00:00",49.65,24.60,84
"2021-07-04 19:50:00",49.69,24.50,85
"2021-07-04 19:40:00",49.73,24.60,86
"2021-07-04 19:30:00",49.68,24.50,87
"2021-07-04 19:20:00",49.70,24.60,88
"2021-07-04 19:10:00",50.00,24.60,89
"2021-07-04 19:00:00",49.95,24.60,90
"2021-07-04 18:50:00",50.19,24.50,92
"2021-07-04 18:40:00",50.30,24.40,93
"2021-07-04 18:30:00",50.29,24.40,94
"2021-07-04 18:20:00",50.19,24.30,95
"2021-07-04 18:10:00",50.42,24.30,96
"2021-07-04 18:00:00",50.72,24.30,96
"2021-07-04 17:50:00",50.70,24.30,97
"2021-07-04 17:40:00",50.80,24.30,98
"2021-07-04 17:30:00",51.88,24.20,98
"2021-07-04 17:20:00",52.14,24.30,98
"2021-07-04 17:10:00",51.42,24.30,98
"2021-07-04 17:00:00",52.65,24.20,98
"2021-07-04 16:50:00",51.34,24.30,98
"2021-07-04 16:40:00",51.53,24.20,98
"2021-07-04 16:30:00",50.92,24.40,99
"2021-07-04 16:20:00",51.63,24.20,99
"2021-07-04 16:10:00",51.61,24.30,100
"2021-07-04 16:00:00",51.69,24.30,100
"2021-07-04 15:50:00",52.47,24.30,100
"2021-07-04 15:40:00",52.70,24.20,100
"2021-07-04 15:30:00",52.44,24.20,100
"2021-07-04 15:20:00",51.95,24.20,100
"2021-07-04 15:10:00",53.00,24.10,100
"2021-07-04 15:00:00",55.37,24.20,100
"2021-07-04 14:50:00",55.96,24.10,100
"2021-07-04 14:40:00",55.92,24.10,100
"2021-07-04 14:30:00",54.24,24.00,100
"2021-07-04 14:20:00",56.05,24.00,91
"2021-07-04 14:10:00",55.86,23.80,90
"2021-07-04 14:00:00",52.31,23.90,90
"2021-07-04 13:50:00",52.57,23.80,90
"2021-07-04 13:40:00",56.05,23.80,90
"2021-07-04 13:30:00",55.99,23.80,90
"2021-07-04 13:20:00",55.96,23.80,89
"2021-07-04 13:10:00",56.06,23.70,89
"2021-07-04 13:00:00",56.01,23.60,88
"2021-07-04 12:50:00",54.40,23.50,88
"2021-07-04 12:40:00",53.63,23.50,87
"2021-07-04 12:30:00",53.02,23.50,87
"2021-07-04 12:20:00",55.79,23.50,87
"2021-07-04 12:10:00",54.19,23.40,87
"2021-07-04 12:00:00",55.97,23.40,86
"2021-07-04 11:50:00",55.93,23.30,85
"2021-07-04 11:40:00",54.27,23.20,85
"2021-07-04 11:30:00",53.51,23.20,84
"2021-07-04 11:20:00",53.72,23.10,84
"2021-07-04 11:10:00",52.56,23.00,84
"2021-07-04 11:00:00",52.42,23.00,84
"2021-07-04 10:50:00",55.97,23.10,83
"2021-07-04 10:40:00",55.98,23.00,82
"2021-07-04 10:30:00",55.96,22.90,82
"2021-07-04 10:20:00",55.69,22.80,81
"2021-07-04 10:10:00",54.39,22.70,80
"2021-07-04 10:00:00",54.50,22.70,79
"2021-07-04 09:50:00",54.37,22.60,79
"2021-07-04 09:40:00",53.96,22.60,78
"2021-07-04 09:30:00",54.45,22.50,77
"2021-07-04 09:20:00",54.67,22.50,76
"2021-07-04 09:10:00",54.75,22.40,75
"2021-07-04 09:00:00",53.84,22.30,75
"2021-07-04 08:50:00",53.15,22.20,74
"2021-07-04 08:40:00",53.01,22.20,73
"2021-07-04 08:30:00",52.70,22.20,73
"2021-07-04 08:20:00",52.73,22.10,73
"2021-07-04 08:10:00",52.98,22.10,72
"2021-07-04 08:00:00",52.92,22.20,72
"2021-07-04 07:50:00",52.60,22.10,71
"2021-07-04 07:40:00",52.50,22.10,71
"2021-07-04 07:30:00",52.47,21.90,70
"2021-07-04 07:20:00",52.47,22.00,70
"2021-07-04 07:10:00",52.40,22.00,70
"2021-07-04 07:00:00",52.44,22.00,69
"2021-07-04 06:50:00",51.90,22.00,69
"2021-07-04 06:40:00",49.08,22.00,69
"2021-07-04 06:30:00",49.20,22.00,69
"2021-07-04 06:20:00",49.31,22.00,69
"2021-07-04 06:10:00",48.98,22.10,70
"2021-07-04 06:00:00",49.37,22.00,70
"2021-07-04 05:50:00",49.50,22.10,71
"2021-07-04 05:40:00",49.43,22.10,71
"2021-07-04 05:30:00",49.61,22.10,72
"2021-07-04 05:20:00",49.76,22.20,72
"2021-07-04 05:10:00",49.56,22.10,73
"2021-07-04 05:00:00",49.90,22.20,73
"2021-07-04 04:50:00",49.77,22.30,74
"2021-07-04 04:40:00",50.00,22.20,74
"2021-07-04 04:30:00",49.96,22.20,75
"2021-07-04 04:20:00",50.08,22.30,75
"2021-07-04 04:10:00",50.15,22.30,76
"2021-07-04 04:00:00",50.18,22.30,76
"2021-07-04 03:50:00",50.30,22.20,77
"2021-07-04 03:40:00",50.39,22.30,77
"2021-07-04 03:30:00",52.28,22.20,77
"2021-07-04 03:20:00",52.26,22.30,77
"2021-07-04 03:10:00",52.23,22.30,77
"2021-07-04 03:00:00",52.18,22.40,77
"2021-07-04 02:50:00",52.20,22.40,77
"2021-07-04 02:40:00",52.18,22.40,77
"2021-07-04 02:30:00",52.21,22.40,77
"2021-07-04 02:20:00",52.21,22.50,76
"2021-07-04 02:10:00",52.15,22.50,76
"2021-07-04 02:00:00",52.18,22.50,76
"2021-07-04 01:50:00",52.18,22.50,76
"2021-07-04 01:40:00",52.13,22.50,76
"2021-07-04 01:30:00",52.10,22.60,76
"2021-07-04 01:20:00",52.09,22.60,75
"2021-07-04 01:10:00",52.15,22.60,75
"2021-07-04 01:00:00",52.13,22.60,75
"2021-07-04 00:50:00",52.08,22.60,75
"2021-07-04 00:40:00",52.13,22.60,75
"2021-07-04 00:30:00",52.15,22.70,75
"2021-07-04 00:20:00",52.19,22.70,74
"2021-07-04 00:10:00",52.22,22.70,74
"2021-07-04 00:00:00",52.22,22.70,74
"2021-07-03 23:50:00",52.25,22.80,74
"2021-07-03 23:40:00",52.25,22.80,74
"2021-07-03 23:30:00",52.31,22.90,73
"2021-07-03 23:20:00",52.16,22.70,73
"2021-07-03 23:10:00",52.22,22.80,73
"2021-07-03 23:00:00",52.29,22.80,72
"2021-07-03 22:50:00",52.14,23.00,72
"2021-07-03 22:40:00",52.27,22.90,72
"2021-07-03 22:30:00",52.30,22.90,71
"2021-07-03 22:20:00",52.14,22.90,71
"2021-07-03 22:10:00",52.18,23.00,71
"2021-07-03 22:00:00",52.74,23.00,70
"2021-07-03 21:50:00",52.64,23.00,70
"2021-07-03 21:40:00",52.20,22.80,69
"2021-07-03 21:30:00",51.80,23.10,69
"2021-07-03 21:20:00",51.36,23.00,69
"2021-07-03 21:10:00",50.75,23.10,69
"2021-07-03 21:00:00",48.63,23.20,69
"2021-07-03 20:50:00",48.92,23.20,69
"2021-07-03 20:40:00",48.86,23.20,70
"2021-07-03 20:30:00",49.14,23.20,71
"2021-07-03 20:20:00",49.19,23.30,71
"2021-07-03 20:10:00",49.25,23.30,72
"2021-07-03 20:00:00",49.43,23.30,73
"2021-07-03 19:50:00",49.31,23.30,73
"2021-07-03 19:40:00",49.57,23.30,74
"2021-07-03 19:30:00",49.56,23.40,75
"2021-07-03 19:20:00",49.64,23.40,76
"2021-07-03 19:10:00",49.71,23.60,76
"2021-07-03 19:00:00",49.66,23.50,77
"2021-07-03 18:50:00",49.67,23.40,78
"2021-07-03 18:40:00",49.91,23.40,79
"2021-07-03 18:30:00",49.93,23.50,79
"2021-07-03 18:20:00",50.16,23.40,80
"2021-07-03 18:10:00",50.23,23.50,80
"2021-07-03 18:00:00",50.45,23.40,81
"2021-07-03 17:50:00",50.35,23.50,81
"2021-07-03 17:40:00",50.43,23.50,81
"2021-07-03 17:30:00",50.61,23.50,82
"2021-07-03 17:20:00",50.57,23.60,82
"2021-07-03 17:10:00",50.34,23.60,82
"2021-07-03 17:00:00",50.36,23.60,83
"2021-07-03 16:50:00",50.11,23.50,84
"2021-07-03 16:40:00",50.83,23.60,84
"2021-07-03 16:30:00",51.09,23.60,84
"2021-07-03 16:20:00",51.15,23.40,85
"2021-07-03 16:10:00",51.29,23.50,85
"2021-07-03 16:00:00",50.97,23.70,85
"2021-07-03 15:50:00",52.62,23.70,85
"2021-07-03 15:40:00",52.18,23.70,85
"2021-07-03 15:30:00",52.38,23.60,85
"2021-07-03 15:20:00",52.64,23.60,85
"2021-07-03 15:10:00",52.79,23.70,85
"2021-07-03 15:00:00",54.38,24.00,84
"2021-07-03 14:50:00",52.67,23.90,84
"2021-07-03 14:40:00",53.23,23.90,84
"2021-07-03 14:30:00",52.82,23.50,83
"2021-07-03 14:20:00",52.96,23.60,83
"2021-07-03 14:10:00",52.43,23.60,83
"2021-07-03 14:00:00",52.66,23.50,83
"2021-07-03 13:50:00",51.83,23.60,83
"2021-07-03 13:40:00",51.46,23.50,83
"2021-07-03 13:30:00",51.82,23.70,83
"2021-07-03 13:20:00",51.50,23.80,83
"2021-07-03 13:10:00",53.00,23.70,83
"2021-07-03 13:00:00",53.34,23.60,82
"2021-07-03 12:50:00",53.40,23.40,82
"2021-07-03 12:40:00",53.10,23.70,82
"2021-07-03 12:30:00",52.84,23.60,81
"2021-07-03 12:20:00",52.75,23.90,81
"2021-07-03 12:10:00",52.11,23.60,81
"2021-07-03 12:00:00",52.45,23.50,81
"2021-07-03 11:50:00",52.76,23.70,80
"2021-07-03 11:40:00",52.59,23.60,80
"2021-07-03 11:30:00",52.11,23.50,80
"2021-07-03 11:20:00",51.99,23.60,80
"2021-07-03 11:10:00",52.02,23.50,80
"2021-07-03 11:00:00",51.52,23.40,80
"2021-07-03 10:50:00",51.77,23.70,80
"2021-07-03 10:40:00",52.04,23.60,80
"2021-07-03 10:30:00",51.59,23.90,79
"2021-07-03 10:20:00",52.66,23.70,79
"2021-07-03 10:10:00",52.28,23.20,79
"2021-07-03 10:00:00",52.28,23.60,79
"2021-07-03 09:50:00",51.80,23.50,79
"2021-07-03 09:40:00",52.01,23.50,79
"2021-07-03 09:30:00",52.34,22.90,78
"2021-07-03 09:20:00",51.36,23.60,78
"2021-07-03 09:10:00",52.20,23.80,78
"2021-07-03 09:00:00",52.52,23.60,78
"2021-07-03 08:50:00",52.13,23.80,78
"2021-07-03 08:40:00",52.12,23.40,78
"2021-07-03 08:30:00",51.48,23.60,78
"2021-07-03 08:20:00",53.87,23.80,77
"2021-07-03 08:10:00",53.63,23.70,77
"2021-07-03 08:00:00",53.68,23.70,76
"2021-07-03 07:50:00",53.19,23.70,75
"2021-07-03 07:40:00",53.20,23.40,74
"2021-07-03 07:30:00",53.29,23.50,73
"2021-07-03 07:20:00",53.18,23.40,72
"2021-07-03 07:10:00",52.78,23.50,72
"2021-07-03 07:00:00",52.75,23.50,71
"2021-07-03 06:50:00",52.53,23.40,71
"2021-07-03 06:40:00",52.58,23.40,70
"2021-07-03 06:30:00",52.83,23.40,70
"2021-07-03 06:20:00",52.86,23.10,69
"2021-07-03 06:10:00",49.27,23.40,68
"2021-07-03 06:00:00",49.17,23.40,69
"2021-07-03 05:50:00",49.21,23.50,69
"2021-07-03 05:40:00",49.18,23.50,69
"2021-07-03 05:30:00",49.25,23.50,70
"2021-07-03 05:20:00",49.34,23.40,70
"2021-07-03 05:10:00",49.56,23.60,70
"2021-07-03 05:00:00",49.49,23.60,70
"2021-07-03 04:50:00",49.49,23.60,70
"2021-07-03 04:40:00",49.30,23.60,71
"2021-07-03 04:30:00",49.26,23.60,71
"2021-07-03 04:20:00",49.24,23.70,71
"2021-07-03 04:10:00",49.46,23.90,72
"2021-07-03 04:00:00",49.25,23.70,72
"2021-07-03 03:50:00",49.50,24.00,72
"2021-07-03 03:40:00",49.43,23.70,73
"2021-07-03 03:30:00",49.10,23.80,73
"2021-07-03 03:20:00",49.70,23.80,73
"2021-07-03 03:10:00",49.42,23.90,74
"2021-07-03 03:00:00",49.42,23.90,74
"2021-07-03 02:50:00",49.32,23.90,74
"2021-07-03 02:40:00",49.40,24.20,75
"2021-07-03 02:30:00",49.30,24.00,75
"2021-07-03 02:20:00",49.37,24.00,75
"2021-07-03 02:10:00",49.36,24.00,76
"2021-07-03 02:00:00",49.31,24.00,76
"2021-07-03 01:50:00",49.58,23.90,77
"2021-07-03 01:40:00",49.48,24.10,77
"2021-07-03 01:30:00",49.52,24.00,77
"2021-07-03 01:20:00",49.70,24.10,78
"2021-07-03 01:10:00",49.72,24.20,78
"2021-07-03 01:00:00",49.97,23.90,78
"2021-07-03 00:50:00",49.87,24.30,79
"2021-07-03 00:40:00",49.68,24.30,79
"2021-07-03 00:30:00",49.57,24.40,79
"2021-07-03 00:20:00",49.58,24.20,80
"2021-07-03 00:10:00",49.81,24.40,80
"2021-07-03 00:00:00",49.89,24.40,80
"2021-07-02 23:50:00",49.70,24.30,81
"2021-07-02 23:40:00",49.75,24.40,81
"2021-07-02 23:30:00",50.09,24.50,81
"2021-07-02 23:20:00",50.19,24.30,82
"2021-07-02 23:10:00",50.00,24.60,82
"2021-07-02 23:00:00",49.70,24.60,82
"2021-07-02 22:50:00",49.86,24.50,83
"2021-07-02 22:40:00",49.99,24.80,83
"2021-07-02 22:30:00",49.87,24.80,83
"2021-07-02 22:20:00",49.81,24.60,84
"2021-07-02 22:10:00",49.60,24.80,85
"2021-07-02 22:00:00",50.04,24.90,85
"2021-07-02 21:50:00",49.86,24.90,86
"2021-07-02 21:40:00",50.03,24.80,86
"2021-07-02 21:30:00",49.94,,87
"2021-07-02 21:20:00",50.15,24.80,87
"2021-07-02 21:10:00",50.26,,88
"2021-07-02 21:00:00",49.99,,89
"2021-07-02 20:50:00",50.37,,89
"2021-07-02 20:40:00",50.35,,90
"2021-07-02 20:30:00",50.44,,90
"2021-07-02 20:20:00",50.19,25.10,91
"2021-07-02 20:10:00",50.61,25.10,92
"2021-07-02 20:00:00",50.50,25.20,92
"2021-07-02 19:50:00",50.53,25.30,93
"2021-07-02 19:40:00",50.71,25.20,93
"2021-07-02 19:30:00",50.46,25.30,94
"2021-07-02 19:20:00",50.44,25.50,94
"2021-07-02 19:10:00",50.59,25.20,95
"2021-07-02 19:00:00",50.80,25.30,95
"2021-07-02 18:50:00",50.83,25.30,96
"2021-07-02 18:40:00",51.44,25.40,96
"2021-07-02 18:30:00",51.14,25.30,96
"2021-07-02 18:20:00",51.26,25.40,97
"2021-07-02 18:10:00",51.21,25.40,97
"2021-07-02 18:00:00",51.36,25.20,97
"2021-07-02 17:50:00",51.23,25.50,97
"2021-07-02 17:40:00",50.99,25.40,98
"2021-07-02 17:30:00",51.58,25.70,98
"2021-07-02 17:20:00",51.14,25.50,98
"2021-07-02 17:10:00",51.53,25.60,99
"2021-07-02 17:00:00",51.24,25.60,99
"2021-07-02 16:50:00",51.30,25.40,99
"2021-07-02 16:40:00",51.43,25.40,100
"2021-07-02 16:30:00",52.25,25.70,100
"2021-07-02 16:20:00",52.40,25.70,100
"2021-07-02 16:10:00",53.88,25.70,100
"2021-07-02 16:00:00",53.42,25.80,100
"2021-07-02 15:50:00",53.39,25.80,100
"2021-07-02 15:40:00",53.40,25.90,100
"2021-07-02 15:30:00",53.42,25.80,88
"2021-07-02 15:20:00",53.32,25.90,87
"2021-07-02 15:10:00",53.38,25.80,87
"2021-07-02 15:00:00",53.44,25.80,87
"2021-07-02 14:50:00",53.38,26.00,87
"2021-07-02 14:40:00",53.41,25.30,87
"2021-07-02 14:30:00",53.41,25.60,87
"2021-07-02 14:20:00",53.40,26.70,87
"2021-07-02 14:10:00",53.41,26.10,87
"2021-07-02 14:00:00",53.39,26.40,86
"2021-07-02 13:50:00",53.16,26.10,86
"2021-07-02 13:40:00",53.37,26.10,86
"2021-07-02 13:30:00",53.44,26.10,86
"2021-07-02 13:20:00",54.47,26.40,86
"2021-07-02 13:10:00",55.04,26.30,85
"2021-07-02 13:00:00",54.74,26.20,85
"2021-07-02 12:50:00",54.98,26.00,84
"2021-07-02 12:40:00",54.16,26.10,84
"2021-07-02 12:30:00",53.31,26.10,83
"2021-07-02 12:20:00",55.20,26.60,83
"2021-07-02 12:10:00",54.30,26.10,83
"2021-07-02 12:00:00",54.43,26.80,82
"2021-07-02 11:50:00",54.14,26.00,82
"2021-07-02 11:40:00",54.20,26.20,81
"2021-07-02 11:30:00",53.77,26.20,81
"2021-07-02 11:20:00",53.48,26.20,80
"2021-07-02 11:10:00",53.65,26.20,80
"2021-07-02 11:00:00",53.42,26.40,80
"2021-07-02 10:50:00",54.51,26.10,79
"2021-07-02 10:40:00",54.25,26.20,79
"2021-07-02 10:30:00",55.10,26.10,78
"2021-07-02 10:20:00",55.35,26.00,77
"2021-07-02 10:10:00",54.93,26.30,76
"2021-07-02 10:00:00",54.87,25.80,75
"2021-07-02 09:50:00",53.91,26.40,74
"2021-07-02 09:40:00",53.47,25.90,73
"2021-07-02 09:30:00",53.44,26.00,73
"2021-07-02 09:20:00",52.50,25.70,72
"2021-07-02 09:10:00",51.92,25.90,72
"2021-07-02 09:00:00",50.58,25.90,72
"2021-07-02 08:50:00",51.55,25.80,73
"2021-07-02 08:40:00",52.52,25.90,72
"2021-07-02 08:30:00",52.19,26.00,72
"2021-07-02 08:20:00",51.10,26.10,72
"2021-07-02 08:10:00",50.34,26.00,72
"2021-07-02 08:00:00",50.52,26.10,72
"2021-07-02 07:50:00",50.75,26.10,72
"2021-07-02 07:40:00",50.77,26.10,73
"2021-07-02 07:30:00",50.53,26.10,73
"2021-07-02 07:20:00",50.24,26.40,73
"2021-07-02 07:10:00",50.56,25.80,74
"2021-07-02 07:00:00",50.52,26.30,74
"2021-07-02 06:50:00",50.46,26.30,75
"2021-07-02 06:40:00",51.00,25.90,75
"2021-07-02 06:30:00",50.83,26.10,75
"2021-07-02 06:20:00",50.95,26.20,75
"2021-07-02 06:10:00",50.83,26.40,75
"2021-07-02 06:00:00",50.69,26.70,76
"2021-07-02 05:50:00",51.60,26.20,76
"2021-07-02 05:40:00",51.91,26.40,76
"2021-07-02 05:30:00",51.86,26.60,76
"2021-07-02 05:20:00",51.89,26.50,76
"2021-07-02 05:10:00",51.08,26.60,76
"2021-07-02 05:00:00",51.28,26.70,76
"2021-07-02 04:50:00",50.80,26.50,76
"2021-07-02 04:40:00",50.93,26.40,76
"2021-07-02 04:30:00",51.00,27.00,76
"2021-07-02 04:20:00",50.69,26.60,77
"2021-07-02 04:10:00",51.38,27.10,77
"2021-07-02 04:00:00",53.27,26.70,77
"2021-07-02 03:50:00",53.11,26.80,77
"2021-07-02 03:40:00",52.70,26.80,77
"2021-07-02 03:30:00",52.50,26.90,76
"2021-07-02 03:20:00",52.52,26.80,76
"2021-07-02 03:10:00",52.53,26.90,76
"2021-07-02 03:00:00",52.46,26.90,76
"2021-07-02 02:50:00",52.43,27.00,76
"2021-07-02 02:40:00",52.34,27.00,76
"2021-07-02 02:30:00",52.29,27.10,75
"2021-07-02 02:20:00",52.25,27.10,75
"2021-07-02 02:10:00",52.35,27.20,75
"2021-07-02 02:00:00",52.46,27.20,75
"2021-07-02 01:50:00",52.40,27.20,75
"2021-07-02 01:40:00",52.49,27.30,75
"2021-07-02 01:30:00",52.53,27.20,74
"2021-07-02 01:20:00",52.47,27.30,74
"2021-07-02 01:10:00",52.45,27.40,74
"2021-07-02 01:00:00",52.50,27.40,74
"2021-07-02 00:50:00",52.56,27.40,73
"2021-07-02 00:40:00",52.46,27.50,73
"2021-07-02 00:30:00",52.53,27.40,73
"2021-07-02 00:20:00",52.39,27.50,73
"2021-07-02 00:10:00",52.26,27.40,72
"2021-07-02 00:00:00",52.10,27.60,72
"2021-07-01 23:50:00",52.08,27.50,72
"2021-07-01 23:40:00",51.98,27.60,72
"2021-07-01 23:30:00",51.93,27.70,72
"2021-07-01 23:20:00",51.91,27.70,71
"2021-07-01 23:10:00",51.89,27.70,71
"2021-07-01 23:00:00",51.91,27.80,71
"2021-07-01 22:50:00",51.94,27.80,71
"2021-07-01 22:40:00",51.95,27.90,71
"2021-07-01 22:30:00",51.95,27.90,71
"2021-07-01 22:20:00",51.90,27.80,71
"2021-07-01 22:10:00",51.92,28.00,70
"2021-07-01 22:00:00",51.88,28.10,70
"2021-07-01 21:50:00",51.87,28.00,70
"2021-07-01 21:40:00",51.83,28.10,70
"2021-07-01 21:30:00",51.82,28.10,70
"2021-07-01 21:20:00",51.77,28.10,70
"2021-07-01 21:10:00",51.74,28.20,70
"2021-07-01 21:00:00",51.72,28.20,70
"2021-07-01 20:50:00",51.70,28.30,69
"2021-07-01 20:40:00",51.69,28.30,69
"2021-07-01 20:30:00",51.64,28.30,69
"2021-07-01 20:20:00",51.59,28.30,69
"2021-07-01 20:10:00",51.54,28.30,69
"2021-07-01 20:00:00",51.47,28.30,69
"2021-07-01 19:50:00",51.40,28.40,69
"2021-07-01 19:40:00",51.21,28.30,69
"2021-07-01 19:30:00",50.06,28.40,68
"2021-07-01 19:20:00",49.23,28.40,69
"2021-07-01 19:10:00",49.48,28.40,70
"2021-07-01 19:00:00",49.48,28.50,71
"2021-07-01 18:50:00",49.76,28.40,72
"2021-07-01 18:40:00",49.72,28.40,73
"2021-07-01 18:30:00",49.99,28.40,74
"2021-07-01 18:20:00",49.92,28.40,74
"2021-07-01 18:10:00",50.10,28.50,75
"2021-07-01 18:00:00",50.18,28.40,76
"2021-07-01 17:50:00",49.93,28.60,77
"2021-07-01 17:40:00",50.17,28.60,77
"2021-07-01 17:30:00",50.14,28.70,78
"2021-07-01 17:20:00",50.49,28.70,79
"2021-07-01 17:10:00",50.42,28.70,79
"2021-07-01 17:00:00",50.60,28.90,80
"2021-07-01 16:50:00",50.49,28.70,81
"2021-07-01 16:40:00",50.70,28.80,81
"2021-07-01 16:30:00",51.05,28.80,82
"2021-07-01 16:20:00",51.08,28.80,82
"2021-07-01 16:10:00",50.92,28.80,82
"2021-07-01 16:00:00",51.08,28.70,83
"2021-07-01 15:50:00",51.20,29.00,83
"2021-07-01 15:40:00",51.02,28.90,84
"2021-07-01 15:30:00",51.31,29.00,84
"2021-07-01 15:20:00",51.26,29.00,84
"2021-07-01 15:10:00",51.29,29.00,85
"2021-07-01 15:00:00",52.92,29.00,85
"2021-07-01 14:50:00",52.53,29.00,85
"2021-07-01 14:40:00",53.14,29.10,85
"2021-07-01 14:30:00",53.83,29.10,84
"2021-07-01 14:20:00",53.66,29.10,84
"2021-07-01 14:10:00",54.43,28.90,83
"2021-07-01 14:00:00",51.69,28.90,83
